0.814454	0.338066
0.461051	0.442501
0.297168	0.367973
0.516368	0.848885
0.89544	0.789354
0.399425	0.223155
0.692171	0.289904
0.33466	0.514371
0.416552	0.185389
0.729013	0.26247
0.744469	0.102951
0.459041	0.0314641
0.643797	0.375704
0.349462	0.000168597
0.519596	0.986816
0.803959	0.33405
0.324882	0.26501
0.776551	0.62205
0.632983	0.292919
0.470935	0.528423
0.0822729	0.87036
0.751578	0.774444
0.160263	0.0862389
0.288814	0.576815
0.271628	0.0178276
0.839285	0.0160968
0.120778	0.298326
0.0475609	0.764575
0.67403	0.397023
0.764743	0.193626
0.38384	0.568702
0.527676	0.708722
0.833712	0.304227
0.330772	0.466695
0.597146	0.801706
0.995118	0.679419
0.672066	0.746696
0.453863	0.832329
0.832935	0.742677
0.409145	0.104563
0.760505	0.24843
0.12066	0.881283
0.546757	0.168221
0.645858	0.220787
0.565244	0.410601
0.414413	0.949084
0.979304	0.942089
0.657806	0.813016
0.246316	0.988577
0.27971	0.843462
0.790284	0.274828
0.522881	0.46235
0.0215241	0.976744
0.294679	0.854459
0.719421	0.703824
0.959022	0.479925
0.952255	0.0796818
0.361208	0.499011
0.247903	0.0070662
0.719798	0.813147
0.417667	0.134211
0.76223	0.396971
0.0762996	0.420036
0.209987	0.322616
0.408613	0.489697
0.166078	0.198897
0.764525	0.688959
0.661247	0.786049
0.665703	0.955926
0.640508	0.385124
0.65975	0.59953
0.865049	0.612004
0.679212	0.226258
0.111016	0.927114
0.233324	0.830813
0.740261	0.650991
0.965024	0.502491
0.0479624	0.0413238
0.922527	0.257949
0.363939	0.33114
0.747646	0.530017
0.530037	0.512171
0.218977	0.191283
0.29822	0.88468
0.147209	0.938728
0.269803	0.806959
0.538258	0.134853
0.418964	0.21747
0.36111	0.529979
0.144584	0.594434
0.360793	0.884845
0.245426	0.325817
0.387336	0.293388
0.36714	0.309863
0.551337	0.73108
0.641003	0.298983
0.261097	0.17104
0.811154	0.480074
0.362324	0.109374
0.364753	0.509533
0.0481019	0.634557
0.316492	0.58636
0.769409	0.735456
0.80383	0.13052
0.265435	0.948414
0.724954	0.626227
0.833259	0.97038
0.952044	0.220595
0.263768	0.319185
0.530459	0.815105
0.0502645	0.171462
0.114088	0.311362
0.342503	0.925242
0.791436	0.704826
0.0346164	0.156189
0.214359	0.0827183
0.790746	0.530852
0.669078	0.560155
0.266307	0.472908
0.690675	0.531742
0.421322	0.415629
0.157969	0.254581
0.386009	0.110013
0.475176	0.649777
0.429198	0.00563493
0.464882	0.479462
0.177097	0.57897
0.790824	0.5196
0.504213	0.58226
0.224426	0.538829
0.738448	0.438786
0.621547	0.529194
0.969637	0.290625
0.0893488	0.235945
